,time,mnvel,errvel,tel
0,2411.871067,14.2108764522,1.43451273441,j
1,2411.878949,19.641859437,1.64418804646,j
2,2411.887016,11.0626663917,1.56693828106,j
3,2411.895257,10.6089891626,1.68010568619,j
4,2411.903486,10.8891556966,1.56537163258,j
5,2411.911878,10.678437096,1.67375683784,j
6,2411.920153,7.66324762945,1.52754104137,j
7,2411.92851,5.9171531158,1.66459012032,j
8,2411.9366,3.97932321137,1.51865160465,j
9,2411.944818,11.2149334409,1.60255861282,j
10,2411.953082,11.5635998617,1.5226072073,j
11,2411.961427,13.3969982356,1.5977230072,j
12,2411.969923,9.85425769566,1.62641918659,j
13,2411.978731,3.68605444731,1.63404726982,j
14,2411.987215,-6.78610972127,1.57214045525,j
15,2411.995815,-8.34758484709,1.55386579037,j
16,2412.004993,-17.2702224989,1.61050820351,j
17,2412.01372,-19.8179932942,1.56455290318,j
18,2412.022227,-26.3037716761,1.52946126461,j
19,2412.030607,-27.0845240761,1.53803610802,j
20,2412.038917,-30.1797312179,1.46692669392,j
21,2412.047448,-35.0916491421,1.54431819916,j
22,2412.056198,-40.1089007607,1.43962836266,j
23,2412.0657,-38.1616527197,1.70901072025,j
24,2412.074508,-34.1007541222,1.43806922436,j
25,2412.083096,-30.9845045823,1.52137303352,j
26,2412.091812,-35.0102466616,1.50711894035,j
27,2412.100712,-43.632093451,1.46679461002,j
28,2412.110018,-39.6554573794,1.48761439323,j
29,2423.103458,107.727771116,2.21011400223,j
30,2453.030224,99.4830945344,2.28674554825,j
31,2461.949126,-41.0414461009,2.10924053192,j
32,2463.99283,-11.7488235136,2.09241724014,j
33,2465.980931,-2.51604570665,3.74209427834,j
34,2493.879645,122.135333341,2.00439977646,j
35,2520.819776,-121.449939201,2.04609584808,j
36,2521.803856,-83.2522084427,1.99021923542,j
37,2522.794764,100.704889588,1.92924118042,j
38,2551.711392,96.26718248,1.97461640835,j
