,time,mnvel,errvel,tel
0,796.990478,-0.402644567689,3.13595461845,j
1,797.978575,-2.17955260358,3.03780794144,j
2,798.978049,-1.18839747013,2.79159140587,j
3,800.042804,-6.48512214441,2.99113225937,j
4,835.962017,-7.13593358808,2.66776275635,j
5,839.01581,-14.8106125778,3.1870098114,j
6,1950.065476,-14.15366138,3.64811182022,j
7,1962.065493,-8.09873018145,3.79576182365,j
8,1965.078755,-6.85161582739,3.68066644669,j
9,1965.762342,-7.51551439814,3.76330327988,j
10,1966.967292,-5.09456619799,3.78997087479,j
11,1972.952133,5.55469008717,3.65228962898,j
12,1974.092494,-2.22655116391,5.51563501358,j
13,1980.931042,-4.89480744039,3.15426397324,j
14,1991.82518,12.417429733,3.05647993088,j
15,1993.021369,1.56576066175,3.23052811623,j
16,1994.979195,4.71862717842,3.14843130112,j
17,2006.940466,11.6165422048,3.58357930183,j
18,2008.959477,7.10702541877,4.41695213318,j
19,2010.867748,3.43464511648,3.66417360306,j
20,2012.941382,7.80341197056,3.59195160866,j
21,2101.711497,1.50908970961,3.76152133942,j
22,2251.033141,17.3205050883,3.45771718025,j
23,2279.961483,18.195183725,3.56102657318,j
24,2298.019587,25.1457155003,3.35420656204,j
25,2303.010452,30.0887172857,3.52346539497,j
26,2311.079225,19.3848346572,3.63863301277,j
27,2316.034951,14.1916335083,3.34196901321,j
28,2322.099299,10.7056123212,3.4471976757,j
29,2323.117266,21.3714487126,3.15598917007,j
30,2329.017461,9.46188714572,3.37449145317,j
31,2329.914798,4.55749639813,3.38683724403,j
32,2330.792759,19.6595148343,3.43386721611,j
33,2332.081413,15.9711793453,3.23712491989,j
34,2332.891665,11.9144938312,3.49341893196,j
35,2334.102343,8.59360848902,3.25552368164,j
36,2335.953699,1.84229388309,3.2382414341,j
37,2336.838972,13.7183533258,3.22028636932,j
38,2340.023125,7.52657257057,2.88887810707,j
39,2344.816175,6.62382736976,3.14175748825,j
40,2345.918707,-10.9232764768,3.19030618668,j
41,2347.060451,-15.6274739008,3.41781878471,j
42,2353.988611,4.14347607857,2.97294473648,j
43,2354.913743,-7.45407495014,3.18370079994,j
44,2356.018616,-2.11442194299,3.54097127914,j
45,2362.860173,-23.699378457,3.34813547134,j
46,2364.980778,-10.2334474326,3.20861959457,j
47,2385.759975,-33.6806212391,4.56916856766,j
48,2385.76847,-20.7402903512,3.3498749733,j
49,2390.833134,-11.0054558544,3.35941743851,j
50,2390.940225,-6.50302951889,3.81488466263,j
51,2394.818226,-6.75624808036,3.02450370789,j
52,2396.91315,-23.3275214829,3.24237895012,j
53,2398.780155,-14.6823067017,3.13985514641,j
54,2426.704658,-5.34399311585,3.34509992599,j
55,2426.839675,-11.7150053746,3.54998445511,j
56,2439.78392,-22.7427144526,5.97479629517,j
57,2453.680035,-7.74684974595,3.00522851944,j
58,2453.76634,-19.1251388082,3.52236533165,j
59,2454.6923,-0.981137888103,3.27115750313,j
60,2454.765051,-8.30526625124,3.43805551529,j
61,2455.684797,-8.44282317308,3.38056850433,j
62,2455.758486,-9.43678280702,3.3388338089,j
63,2478.696675,-11.4533890904,3.68017888069,j
64,2540.167898,21.3659803179,3.32163143158,j
65,2578.125845,15.117485391,3.71693515778,j
