,time,mnvel,errvel,tel
0,2546.093101,-6.9395575415,1.99716424942,j
1,2546.153001,-7.9774448159,2.12197327614,j
2,2546.969781,5.00605291783,2.05908703804,j
3,2546.972917,-1.46244497862,1.98074769974,j
4,2546.97617,-2.02882825798,1.78895807266,j
5,2569.044218,1.37746346798,2.11188149452,j
6,2569.046915,-1.22091119459,2.17884016037,j
7,2569.049577,4.87288762302,2.09000706673,j
8,2580.817109,6.26580784606,2.1206536293,j
9,2580.892353,5.55839244389,1.93557417393,j
10,2580.997656,0.428633650528,2.09652781487,j
11,2581.888142,-2.22852807906,1.98756182194,j
